_id,LicenseType,Breed,Color,DogName,OwnerZip,ExpYear,ValidDate
19908403,Dog Lifetime Spayed Female,IRISH SETTER,WHITE,LILLY,15241,2099,2022-12-22T08:28:40
19908404,Dog Lifetime Spayed Female,SHIH TZU,WHITE/BROWN,PEPPER LEVIT,15215,2099,2022-12-22T08:28:40
19908405,Dog Lifetime Neutered Male,WHIPPET,WHITE,OLLIE,15106,2099,2022-12-22T08:28:41
19908406,Dog Lifetime Spayed Female,AM PITT BULL MIX,BROWN,BUBBLES - SADIE,15136,2099,2022-12-22T08:28:41
19908407,Dog Out of County Transfer - Lifetime,TAG,BLACK/TAN,HARPER,15227,2099,2022-12-22T08:28:42
19908408,Dog Lifetime Spayed Female,BEAGLE,WHITE/BLACK/BROWN,MOLLY DOYLE,15229,2099,2022-12-22T08:28:42
19908409,Dog Senior Lifetime Spayed Female,GER SHEPHERD MIX,TAN,MISHA,15102,2099,2022-12-22T08:28:29
19908410,Dog Lifetime Duplicate,GOLDEN RETRIEVER,BROWN,LUCY,15234,2099,2022-12-22T13:33:28
19908411,Dog Lifetime Neutered Male,AM PIT BULL TERRIER,BROWN,KANE,15129,2099,2022-12-22T15:41:17
19908412,Dog Lifetime Neutered Male,GOLDENDOODLE,TAN,ROGER,15241,2099,2022-12-27T16:06:56
19908413,Dog Lifetime Spayed Female,LAB MIX,BROWN,LUNA,15146,2099,2022-12-27T16:07:06
19908414,Dog Lifetime Neutered Male,BEAGLE MIX,BROWN,DANNY,15229,2099,2022-12-27T15:59:49
19908415,Dog Out of County Transfer - Lifetime,LABRADOR RETRIEVER,CHOCOLATE,SAMSON,15235,2099,2022-12-29T10:16:39
19908416,Dog Lifetime Spayed Female,GOLDEN RETRIEVER,BLONDE,LUNA MAY,15235,2099,2022-12-29T10:16:39
19908417,Dog Senior Lifetime Neutered Male,DACHSHUND,MULTI,TOBY,15108,2099,2022-12-29T15:42:03
19908418,Dog Senior Lifetime Neutered Male,POODLE MED,WHITE/BLACK,BOOGEE,15017,2099,2022-12-29T15:42:04
19908419,Dog Lifetime Spayed Female,LAB MIX,BLACK,JADA,15122,2099,2022-12-30T13:45:42
19908420,Dog Lifetime Male,LAB MIX,WHITE/BLACK,RODNEY,15243,2099,2022-12-30T13:45:42
19908421,Dog Senior Lifetime Neutered Male,GER SHEPHERD,BLACK,GUS,15024,2099,2022-12-30T13:45:43
19908422,Dog Lifetime Neutered Male,YORKSHIRE TERR MIX,BLACK/BROWN,MOMO,15235,2099,2022-12-29T15:42:28
19908423,Dog Lifetime Neutered Male,GOLDEN RETRIEVER,CREAM,BLUE,15090,2099,2022-12-30T13:45:43
19908424,Dog Senior Lifetime Spayed Female,GREYHOUND,BRINDLE,ANNIE,15136,2099,2022-12-30T13:45:44
19908425,Dog Senior Lifetime Spayed Female,SIB HUSKY,SABLE/WHITE,ZOE LOGAN,15044,2099,2022-12-30T13:45:44
19908426,Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,SUNNY,15238,2099,2022-12-30T13:45:45
19908427,Dog Lifetime Neutered Male,POODLE MIX,WHITE/RED,MILO,15108,2099,2022-12-29T15:42:29
19908428,Dog Senior Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,FRANKIE FINSTER WEIR,15229,2099,2022-12-30T13:45:45
19908429,Dog Senior Lifetime Neutered Male,GER SHEPHERD,SABLE,REBEL,15102,2099,2022-12-30T13:45:45
19908430,Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,MAPLE,15234,2099,2022-12-30T13:45:46
19908431,Dog Lifetime Spayed Female,BEAGLE,WHITE/YELLOW,HONEY,15205,2099,2022-12-29T15:42:31
19908432,Dog Lifetime Spayed Female,MIXED,SPOTTED,ADDIE MAHSOOB-STROSHANE,15218,2099,2022-12-30T13:45:46
19908433,Dog Senior Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,TUCKER,15145,2099,2022-12-30T13:45:47
19908434,Dog Lifetime Neutered Male,CAV KING CHAR SPANI,WHITE/BLACK/BROWN,WILLIE,15221,2099,2022-12-30T13:45:47
19908435,Dog Lifetime Spayed Female,CAV KING CHAR SPANI,WHITE/BLACK/BROWN,DOLLY,15221,2099,2022-12-30T13:45:47
19908436,Dog Lifetime Spayed Female,WELSH CORGI PEMBROK,WHITE/BLACK/BROWN,TONKS,15229,2099,2022-12-30T13:45:48
19908437,Dog Senior Lifetime Neutered Male,PUG,BLACK/TAN,CROSBY,15229,2099,2022-12-30T13:45:48
19908438,Dog Senior Lifetime Neutered Male,PUG,FAWN,BRUNO,15229,2099,2022-12-30T13:45:48
19908439,Dog Lifetime Neutered Male,WELSH CORGI PEMBROK,WHITE/BLACK/BROWN,PIPPIN,15146,2099,2022-12-30T13:45:49
19908440,Dog Lifetime Neutered Male,CAV KING CHAR SPANI,WHITE/BROWN,SPENCER,15146,2099,2022-12-30T13:45:49
19908441,Dog Lifetime Neutered Male,GOLDEN RETRIEVER,CREAM,EGBERT,15090,2099,2022-12-30T13:45:50
19908442,Dog Senior Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,GYRO,15106,2099,2022-12-30T13:45:50
19908443,Dog Senior Lifetime Spayed Female,SCHNAUZER MIN,GREY,EMILY,15106,2099,2022-12-30T13:45:50
19908444,Dog Senior Lifetime Spayed Female,SHIH TZU MIX,WHITE,EMMA,15106,2099,2022-12-30T13:45:50
19908445,Dog Lifetime Female,LABRADOR RETRIEVER,BROWN,GRACIE,15106,2099,2022-12-30T13:45:51
19908446,Dog Senior Lifetime Spayed Female,SHIH TZU,WHITE/BROWN,TABBY,15007,2099,2022-12-30T13:45:51
19908447,Dog Lifetime Neutered Male,DACHSHUND,RED/BROWN,ZIGGY,15090,2099,2022-12-30T13:45:52
19908448,Dog Lifetime Neutered Male,BEAGLE MIX,BLACK/BROWN,LUKE,15102,2099,2022-12-30T13:45:52
19908449,Dog Lifetime Male,MIXED,FAWN,CHAOS,15120,2099,2022-12-30T13:45:52
19908450,Dog Lifetime Neutered Male,PORTUGESE WATER DOG,BLACK,COOP,15108,2099,2022-12-30T13:45:53
19908451,Dog Lifetime Neutered Male,AM PIT BULL TERRIER,BROWN,HAMITON,15236,2099,2022-12-30T13:45:53
19908452,Dog Lifetime Spayed Female,AM PIT BULL TERRIER,WHITE/BRINDLE,IZZY,15236,2099,2022-12-30T13:45:53
19908453,Dog Lifetime Neutered Male,BOXER,WHITE/BLACK,THOR,15227,2099,2022-12-30T13:45:54
19908454,Dog Senior Lifetime Spayed Female,MIXED,WHITE/BLACK,ARROW EDWARDS,15106,2099,2022-12-30T13:45:54
19908455,Dog Lifetime Neutered Male,MIXED,WHITE/BROWN,FINNEGAN,15236,2099,2022-12-30T13:45:55
19908456,Dog Senior Lifetime Neutered Male,POODLE MIX,GREY,MARLEY,15221,2099,2022-12-30T13:45:55
19908457,Dog Lifetime Neutered Male,CHIHUAHUA MIX,TAN,TITO PRICE,15034,2099,2022-12-30T13:45:55
19908458,Dog Lifetime Neutered Male,GOLDENDOODLE,RED/BROWN,TED,15101,2099,2022-12-30T13:45:56
19908459,Dog Lifetime Spayed Female,BORD COLLIE MIX,WHITE/BLACK/BROWN,KENZIE,15235,2099,2022-12-30T13:45:56
19908460,Dog Lifetime Spayed Female,YORKSHIRE TERRIER,BLACK/BROWN,MOLLI LIPESKY,15131,2099,2022-12-30T13:45:56
19908461,Dog Lifetime Spayed Female,MIXED,BLACK/BROWN,SCOUT,15075,2099,2022-12-30T13:45:57
19908462,Dog Lifetime Spayed Female,MIXED,WHITE/BROWN,"GIZMO ""IZZY""",15075,2099,2022-12-30T13:45:57
19908463,Dog Lifetime Neutered Male,LAB MIX,BLACK/BROWN,MOSE MOSLEY,15146,2099,2022-12-30T13:45:58
19908464,Dog Lifetime Neutered Male,TERRIER MIX,TAN,CHIPPER JAMES,15136,2099,2022-12-30T13:45:58
19908465,Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,PERCEY,15229,2099,2022-12-30T13:45:58
19908466,Dog Lifetime Spayed Female,GOLDENDOODLE,RED,BELLA,15241,2099,2022-12-30T13:45:59
19908467,Dog Lifetime Spayed Female,BRITTANY SPANIEL,WHITE/BROWN,KATERI,15237,2099,2022-12-30T13:45:59
19908468,Dog Lifetime Spayed Female,TERRIER MIX,WHITE/BLACK,PANINI,15243,2099,2022-12-30T13:45:59
19908469,Dog Lifetime Neutered Male,BULLDOG,WHITE/BLACK/BROWN,VINNIE,15214,2099,2022-12-30T13:46:00
19908470,Dog Lifetime Spayed Female,SIB HUSKY,WHITE/GREY,STORMY,15236,2099,2022-12-30T13:46:00
19908471,Dog Lifetime Neutered Male,POODLE MIX,APRICOT,BENJI,15243,2099,2022-12-30T13:46:01
19908472,Dog Lifetime Neutered Male,BEAGLE MIX,YELLOW,JACK 2,15102,2099,2022-12-30T13:46:01
19908473,Dog Lifetime Neutered Male,LAB MIX,CHOCOLATE,WHISKEY,15241,2099,2022-12-30T13:46:02
19908474,Dog Lifetime Spayed Female,MIXED,FAWN,VIRGINIA,15241,2099,2022-12-30T13:46:02
19908475,Dog Lifetime Neutered Male,AM PIT BULL TERRIER,BROWN,FRANKLIN,15235,2099,2022-12-30T13:46:03
19908476,Dog Senior Lifetime Spayed Female,BOSTON TERRIER,WHITE/BLACK,LEXI,15237,2099,2022-12-30T13:46:03
19908477,Dog Lifetime Spayed Female,MIN AUS SHEPHERD,TRI-COLOR,PEANUT,15135,2099,2022-12-30T13:46:11
19908478,Dog Lifetime Neutered Male,COCKER SPANIEL MIX,BLACK,MAVERICK,15106,2099,2022-12-30T13:46:11
19908479,Dog Lifetime Female,ROTTWEILER,BLACK/BROWN,LINA,15068,2099,2022-12-30T13:46:11
19908480,Dog Lifetime Neutered Male,TERRIER MIX,CREAM,SHILOH (PETE),15146,2099,2022-12-30T13:46:12
19908481,Dog Lifetime Duplicate,LABRADOR RETRIEVER,YELLOW,BAILEIGH,15239,2099,2022-12-30T13:46:12
19908482,Dog Senior Lifetime Spayed Female,BEAGLE MIX,TAN,BASIL,15234,2099,2022-12-30T13:46:14
19908483,Dog Senior Lifetime Spayed Female,BEAGLE MIX,TAN,SAIGE,15234,2099,2022-12-30T13:46:14
19908484,Dog Lifetime Spayed Female,CAV KING CHAR SPANI,TAN,PENNY,15139,2099,2022-12-30T13:33:01
19908485,Dog Lifetime Spayed Female,MIXED,BROWN,MAE BELLE,15044,2099,2023-01-03T10:30:33
19908486,Dog Senior Lifetime Neutered Male,SCHNAUZER MIN,WHITE/BLACK,CHARLIE,15017,2099,2023-01-03T10:42:27
19908487,Dog Lifetime Neutered Male,WHIPPET,FAWN,BLUE,15218,2099,2023-01-03T10:50:36
19908488,Dog Lifetime Spayed Female,SHIH TZU,WHITE/BLACK,ROSIE,15234,2099,2023-01-03T11:17:59
19908489,Dog Lifetime Neutered Male,MIXED,WHITE/BROWN,SKY,15143,2099,2023-01-03T15:50:53
19908490,Dog Lifetime Female,MIXED,WHITE/BROWN,BASIL,15143,2099,2023-01-03T15:50:53
19908491,Dog Lifetime Spayed Female,BORD COLLIE,WHITE/BLACK,BAILEY,15227,2099,2023-01-03T15:50:54
19908492,Dog Senior Lifetime Neutered Male,CAV KING CHAR SPANI,WHITE/BROWN,SPARKY,15017,2099,2023-01-03T15:50:55
19908493,Dog Lifetime Neutered Male,BEAGLE,WHITE/BLACK/BROWN,BEAR,15044,2099,2023-01-03T15:50:56
19908494,Dog Lifetime Male,GER SHEPHERD MIX,WHITE/BLACK/BROWN,JIGER,15236,2099,2023-01-03T15:50:57
19908495,Dog Lifetime Male,AUS SHEPHERD,MERLE,GAUGE,15102,2099,2023-01-03T15:50:57
19908496,Dog Lifetime Neutered Male,POODLE MIX,GREY,GIZMO,15220,2099,2023-01-03T15:50:57
19908497,Dog Lifetime Spayed Female,BICHON FRISE,WHITE,HINES,15108,2099,2023-01-03T13:25:41
19908498,Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,LEGEND,15143,2099,2023-01-03T13:42:09
19908499,Dog Lifetime Neutered Male,SIB HUSKY MIX,BLACK,VADER,15239,2099,2023-01-03T13:56:23
19908500,Dog Lifetime Female,BEAGLE,WHITE/BLACK,PEPPER,15235,2099,2023-01-03T15:50:59
19908501,Dog Lifetime Spayed Female,BRITTANY SPANIEL,ORANGE/WHITE,SHELBY,15025,2099,2023-01-03T14:13:26
19908502,Dog Lifetime Neutered Male,GER SHEPHERD,SABLE,WAYLON,15223,2099,2023-01-03T15:51:05
19908503,Dog Lifetime Spayed Female,CHIHUAHUA,WHITE,OPAL,15126,2099,2023-01-03T15:51:06
19908504,Dog Lifetime Neutered Male,AUS CATTLE DOG,BLACK/BRINDLE,MO,15146,2099,2023-01-03T15:51:06
19908505,Dog Senior Lifetime Neutered Male,ENG SPRINGER SPANIE,WHITE/BLACK,BENNY,15122,2099,2023-01-03T16:00:16
19908506,Dog Lifetime Neutered Male,AUS SHEPHERD,WHITE/BLACK,GRIFF,15147,2099,2023-01-03T16:03:04
19908507,Dog Lifetime Neutered Male,MIXED,SPOTTED,CASSIUS,15229,2099,2023-01-04T08:18:14
19908508,Dog Out of County Transfer - Lifetime,POMERANIAN,MERLE,CHICO,15235,2099,2023-01-04T10:13:58
19908509,Dog Out of County Transfer - Lifetime,POMERANIAN,MERLE,CHICO,15235,2099,2023-01-04T10:13:58
19908510,Dog Lifetime Spayed Female,SIB HUSKY,BLACK/BROWN/GREY,SIOUXE,15209,2099,2023-01-04T10:13:58
19908511,Dog Lifetime Spayed Female,BOXER MIX,RED/BROWN,RUBY,15132,2099,2023-01-04T10:13:59
19908512,Dog Senior Lifetime Neutered Male,GOLDENDOODLE,BLONDE,BUSTER,15110,2099,2023-01-04T10:13:59
19908513,Dog Lifetime Spayed Female,GOLDENDOODLE,GOLD,SUNNY CWYNAR,15237,2099,2023-01-04T10:13:59
19908514,Dog Senior Lifetime Spayed Female,AUS SHEPHERD,BLACK,DAISY RICHARDSON,15084,2099,2023-01-04T10:14:00
19908515,Dog Lifetime Neutered Male,GREAT PYRENEES,WHITE/TAN,APOLLO,15243,2099,2023-01-04T10:14:00
19908516,Dog Senior Lifetime Neutered Male,ROTTWEILER MIX,BLACK/BROWN,CLYDE,15122,2099,2023-01-04T10:14:00
19908517,Dog Lifetime Spayed Female,WELSH CORGI CARDIGA,TRI-COLOR,LILI,15205,2099,2023-01-04T10:14:00
19908518,Dog Lifetime Neutered Male,HOUND MIX,WHITE/RED,COLBY,15132,2099,2023-01-04T10:14:01
19908519,Dog Senior Lifetime Spayed Female,MALTESE,WHITE,DAISY MAE,15223,2099,2023-01-04T10:14:01
19908520,Dog Senior Lifetime Spayed Female,SHIH TZU,GOLD,LA BELLA NOTTE,15215,2099,2023-01-04T15:17:51
19908521,Dog Lifetime Neutered Male,SIB HUSKY MIX,SABLE,KALLUK,15106,2099,2023-01-04T15:17:56
19908522,Dog Lifetime Neutered Male,CAV KING CHAR SPANI,MULTI,MIRKO,15122,2099,2023-01-04T15:44:58
19908523,Dog Lifetime Neutered Male,LAB MIX,BLACK,GANDER,15065,2099,2023-01-04T15:44:58
19908524,Dog Lifetime Spayed Female,LABRADOODLE,WHITE/TAN,NUGGET,15044,2099,2023-01-04T15:44:58
19908525,Dog Senior Lifetime Spayed Female,AUS SHEPHERD,BLACK/BROWN,LAYLA,15104,2099,2023-01-04T15:18:05
19908526,Dog Lifetime Neutered Male,CHIHUAHUA,WHITE/TAN,LUCKY STAR,15220,2099,2023-01-04T15:18:08
19908527,Dog Lifetime Spayed Female,SIB HUSKY MIX,BLACK WITH WHITE,DAISY,15220,2099,2023-01-04T15:18:08
19908528,Dog Lifetime Spayed Female,BASSET HOUND,WHITE/BLACK/BROWN,LEIA,15037,2099,2023-01-04T15:45:00
19908529,Dog Lifetime Spayed Female,WELSH CORGI PEMBROK,WHITE/BLACK/BROWN,DAISY,15102,2099,2023-01-04T15:45:00
19908530,Dog Lifetime Spayed Female,PORTUGESE WATER DOG,BROWN,ZOEY,15108,2099,2023-01-04T15:45:01
19908531,Dog Senior Lifetime Spayed Female,PORTUGESE WATER DOG,BROWN,ZOEY,15108,2099,2023-01-04T15:45:01
19908532,Dog Out of County Transfer - Lifetime,GOLDENDOODLE,WHITE,BELLA,15131,2099,2023-01-04T15:45:02
19908533,Dog Lifetime Neutered Male,BEAGLE,WHITE/RED,BARRY,15229,2099,2023-01-04T15:45:02
19908534,Dog Lifetime Neutered Male,POMERANIAN,SABLE/WHITE,BISKET,15120,2099,2023-01-04T15:45:03
19908535,Dog Lifetime Duplicate,ROTTWEILER,BLACK/RED,ADDIE,15101,2099,2023-01-04T15:37:42
19908536,Dog Lifetime Duplicate,GOLDENDOODLE,BEIGE,DANI,15236,2099,2023-01-04T15:42:01
19908537,Dog Lifetime Neutered Male,SHIH TZU,WHITE/BLACK/BROWN,OLIVER,15108,2099,2023-01-04T15:50:09
19908538,Dog Lifetime Male,GOLDENDOODLE,GOLD,DEWEY,15136,2099,2023-01-04T15:53:59
19908539,Dog Lifetime Spayed Female,MIXED,BLACK WITH WHITE,TOFFEE DAY,15116,2099,2023-01-04T15:56:20
19908540,Dog Lifetime Neutered Male,BOXER,WHITE/BLACK,BISCUIT,15143,2099,2023-01-05T09:15:15
19908541,Dog Lifetime Female,CAV KING CHAR SPANI,WHITE/BROWN,BELLA,15237,2099,2023-01-05T09:53:29
19908542,Dog Lifetime Spayed Female,SIB HUSKY,WHITE/BLACK,RAVEN,15044,2099,2023-01-05T15:26:00
19908543,Dog Lifetime Duplicate,GER SHEPHERD MIX,BROWN,SAMBIAN,15044,2099,2023-01-05T13:04:15
19908544,Dog Lifetime Duplicate,POODLE MIX,SPOTTED,BANDIT,15228,2099,2023-01-05T13:07:41
19908545,Dog Lifetime Neutered Male,MIXED,BRINDLE,COOPER,15102,2099,2023-01-05T13:17:34
19908546,Dog Senior Lifetime Spayed Female,SFT COAT WHEAT TERR,CREAM,COCO,15239,2099,2023-01-05T15:26:02
19908547,Dog Lifetime Spayed Female,ALAS MALAMUTE,WHITE/BLACK/GREY,KIDA,15044,2099,2023-01-05T15:26:02
19908548,Dog Lifetime Spayed Female,CAV KING CHAR SPANI,WHITE/RED,PIPER,15227,2099,2023-01-05T15:53:57
19908549,Dog Lifetime Spayed Female,GOLDENDOODLE,BROWN,NIKA,15084,2099,2023-01-05T15:53:57
19908550,Dog Senior Lifetime Neutered Male,MIXED,WHITE/BLACK,KOLBY,15146,2099,2023-01-05T14:18:04
19908551,Dog Lifetime Neutered Male,POODLE TOY,SILVER,SIXX,15202,2099,2023-01-05T14:55:59
19908552,Dog Lifetime Spayed Female,TAG,WHITE/BLACK,LUNA,15090,2099,2023-01-05T15:02:59
19908553,Dog Lifetime Neutered Male,LABRADOODLE,BROWN,BRAVO,15057,2099,2023-01-06T15:11:00
19908554,Dog Lifetime Neutered Male,FLAT COATED RETRIEV,BLACK,BLAZE,15147,2099,2023-01-06T13:34:56
19908555,Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,BOONE,15137,2099,2023-01-06T13:41:13
19908556,Dog Senior Lifetime Female,BEAGLE,WHITE/BLACK/BROWN,PRINCESS BUTTERCUP,15024,2099,2023-01-06T15:11:01
19908557,Dog Senior Lifetime Female,BEAGLE,WHITE/BLACK/BROWN,BODACIOUS,15024,2099,2023-01-06T15:11:01
19908558,Dog Senior Lifetime Female,BEAGLE,WHITE/BLACK/BROWN,CINDY LOU WHO,15024,2099,2023-01-06T15:11:01
19908559,Dog Senior Lifetime Female,BEAGLE,WHITE/BLACK/BROWN,HAPPY HEART,15024,2099,2023-01-06T15:11:01
19908560,Dog Lifetime Neutered Male,LABRADOR RETRIEVER,SILVER,RAMBO,15137,2099,2023-01-06T13:44:50
19908561,Dog Senior Lifetime Female,BEAGLE,WHITE/BLACK/BROWN,DIVINE NAOMI,15024,2099,2023-01-06T15:11:01
19908562,Dog Lifetime Spayed Female,BOXER MIX,WHITE/TAN,PEBBLES,15214,2099,2023-01-06T15:11:01
19908563,Dog Lifetime Spayed Female,SHIH TZU MIX,MULTI,LUNA,15237,2099,2023-01-06T13:51:29
19908564,Dog Senior Lifetime Spayed Female,BEAGLE,WHITE/BLACK/BROWN,MOLLY,15101,2099,2023-01-06T15:11:02
19908565,Dog Senior Lifetime Spayed Female,SIB HUSKY,WHITE/BLACK/BROWN,VOGUE,15044,2099,2023-01-06T15:44:11
19908566,Dog Lifetime Spayed Female,HOUND MIX,BLACK,DIXIE JO,15215,2099,2023-01-06T15:11:02
19908567,Dog Lifetime Neutered Male,MIXED,BLACK/BROWN,AUGGIE,15228,2099,2023-01-06T15:44:12
19908568,Dog Lifetime Neutered Male,BEAGLE MIX,SPOTTED,MOOSE TRACKS,15229,2099,2023-01-06T13:58:55
19908569,Dog Lifetime Spayed Female,ROTTWEILER,BLACK/BROWN,PIPER,15136,2099,2023-01-06T15:44:12
19908570,Dog Lifetime Spayed Female,POODLE TOY,BROWN,BELLA,15120,2099,2023-01-06T14:04:23
19908571,Dog Lifetime Neutered Male,BORD COLLIE MIX,WHITE/BLACK,DEXTER,15037,2099,2023-01-06T15:11:04
19908572,Dog Lifetime Spayed Female,SHEPHERD MIX,BLACK/BROWN,CLAUDIA,15236,2099,2023-01-06T15:11:05
19908573,Dog Lifetime Spayed Female,LAB MIX,BLACK,MEGS,15144,2099,2023-01-06T14:08:29
19908574,Dog Lifetime Male,BRITTANY SPANIEL,SPOTTED,EZRA,15145,2099,2023-01-06T15:44:13
19908575,Dog Senior Lifetime Spayed Female,GOLDEN RETRIEVER,RED,ABBY,15071,2099,2023-01-06T14:13:45
19908576,Dog Senior Lifetime Neutered Male,GER SHEPHERD,SABLE,PRIEST,15034,2099,2023-01-06T15:44:13
19908577,Dog Lifetime Male,GOLDEN RETRIEVER,GOLD,GOOSE,15017,2099,2023-01-06T15:11:06
19908578,Dog Lifetime Neutered Male,YORKSHIRE TERRIER,BLACK/BROWN,FERDINAND,15146,2099,2023-01-06T14:23:33
19908579,Dog Lifetime Spayed Female,YORKSHIRE TERR MIX,BROWN,DAISY,15235,2099,2023-01-06T15:46:56
19908580,Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,ELSA,16046,2099,2023-01-06T15:58:59
19908581,Dog Senior Lifetime Spayed Female,MALTESE,WHITE,JOZIE,15239,2099,2023-01-06T16:17:48
19908582,Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,JAXX,15236,2099,2023-01-09T08:08:05
19908583,Dog Lifetime Neutered Male,LAB MIX,BROWN,BEAR,15137,2099,2023-01-09T08:11:42
19908584,Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,RIVER,15137,2099,2023-01-09T08:11:42
19908585,Dog Senior Lifetime Spayed Female,WELSH CORGI PEMBROK,WHITE/RED,LIZZIE,15037,2099,2023-01-09T08:45:35
19908586,Dog Lifetime Spayed Female,POODLE STANDARD,RED,SADIE,15145,2099,2023-01-09T09:32:08
19908587,Dog Lifetime Duplicate,BOXER MIX,WHITE,LUNA,15037,2099,2023-01-09T15:50:11
19908588,Dog Senior Lifetime Spayed Female,BASSET HOUND MIX,WHITE/TAN,ABBEY,15205,2099,2023-01-09T15:50:16
19908589,Dog Lifetime Duplicate,LABRADOR RETRIEVER,YELLOW,ANNIE,15126,2099,2023-01-13T08:12:03
19908590,Dog Lifetime Duplicate,LABRADOR RETRIEVER,BROWN/TAN,HARLEY,15126,2099,2023-01-13T08:12:04
19908591,Dog Senior Lifetime Spayed Female,GER SHEPHERD,BLACK/BROWN,CASSIE,15133,2099,2023-01-10T12:34:22
19908592,Dog Lifetime Neutered Male,BOXER,BROWN,BENTLEY,15122,2099,2023-01-10T12:41:52
19908593,Dog Senior Lifetime Neutered Male,CHIHUAHUA,MULTI,THOR,15084,2099,2023-01-10T12:48:54
19908594,Dog Lifetime Spayed Female,GOLDEN RETRIEVER,WHITE,ASPEN,15209,2099,2023-01-10T15:36:22
19908595,Dog Lifetime Spayed Female,GREYHOUND,BLACK,PENELOPE,15218,2099,2023-01-10T15:36:22
19908596,Dog Lifetime Spayed Female,BISHON FRISE MIX,WHITE/TAN,ROSIE,15241,2099,2023-01-10T15:36:23
19908597,Dog Lifetime Spayed Female,GER SHEPHERD MIX,BRINDLE,MAGEE (MAGGIE),15223,2099,2023-01-13T08:12:13
19908598,Dog Lifetime Female,CAV KING CHAR SPANI,WHITE/BROWN,PENNY,15146,2099,2023-01-10T15:36:23
19908599,Dog Lifetime Spayed Female,AUS SHEPHERD,WHITE/BLACK/BROWN,BELLA MARIE,15220,2099,2023-01-13T08:12:14
19908600,Dog Lifetime Spayed Female,MIXED,BROWN,LAPUA,15243,2099,2023-01-13T08:12:14
19908601,Dog Lifetime Spayed Female,POODLE MIX,WHITE/BLACK,MAYBELLE,15084,2099,2023-01-13T08:12:15
19908602,Dog Lifetime Neutered Male,GOLDENDOODLE,APRICOT,RAFA,15215,2099,2023-01-13T08:12:15
19908603,Dog Lifetime Spayed Female,MIXED,BROWN,PENNY,15215,2099,2023-01-13T08:12:16
19908604,Dog Lifetime Neutered Male,MIXED,WHITE/BLACK/BROWN,BOOTS,15102,2099,2023-01-13T08:12:16
19908605,Dog Lifetime Spayed Female,LABRADOR RETRIEVER,WHITE,NOVA,15101,2099,2023-01-13T08:12:17
19908606,Dog Lifetime Spayed Female,CAV KING CHAR SPANI,WHITE/BLACK/BROWN,PIPER,15084,2099,2023-01-13T08:12:18
19908607,Dog Lifetime Neutered Male,BEAGLE MIX,WHITE/BLACK/BROWN,KEVIN,15084,2099,2023-01-13T08:12:18
19908608,Dog Lifetime Neutered Male,ROTTWEILER MIX,TAN,COPPER,15017,2099,2023-01-13T08:12:18
19908609,Dog Lifetime Spayed Female,BRITTANY SPANIEL,ORANGE/WHITE,PUMPKIN,15025,2099,2023-01-13T08:12:18
19908610,Dog Senior Lifetime Male,GER SHEPHERD,WHITE/BLACK/BROWN,JJ,15110,2099,2023-01-13T08:12:19
19908611,Dog Lifetime Neutered Male,RAT TERRIER,WHITE/BLACK/BROWN,STANLEY,15135,2099,2023-01-13T08:12:20
19908612,Dog Lifetime Neutered Male,CAV KING CHAR SPANI,WHITE/TAN,COOPER,15024,2099,2023-01-10T16:02:24
19908613,Dog Lifetime Spayed Female,SIB HUSKY,WHITE/GREY,BRYNN,15122,2099,2023-01-10T16:05:42
19908614,Dog Lifetime Male,CANE CORSO,BLACK/FAWN,BRUNO,15065,2099,2023-01-10T16:08:41
19908615,Dog Lifetime Neutered Male,GOLDENDOODLE,BROWN/GOLD,COOPER,15025,2099,2023-01-10T16:12:16
19908616,Dog Senior Lifetime Neutered Male,MORKIE,TAN,TOBY,15147,2099,2023-01-11T15:17:10
19908617,Dog Lifetime Neutered Male,GOLDENDOODLE,BROWN,MILO,15108,2099,2023-01-11T15:17:10
19908618,Dog Lifetime Neutered Male,POODLE MIX,RUST,RUSTY,15084,2099,2023-01-11T15:17:11
19908619,Dog Lifetime Spayed Female,GER SHEPHERD,BLACK/TAN,SKY,15025,2099,2023-01-11T15:17:11
19908620,Dog Lifetime Neutered Male,GOLDEN RETRIEVER,YELLOW,FLASH,15090,2099,2023-01-11T15:17:11
19908621,Dog Senior Lifetime Male,ROTTWEILER,BLACK/TAN,IZIK,15068,2099,2023-01-11T15:17:12
19908622,Dog Lifetime Spayed Female,POODLE MIX,GREY,ROSIE,15017,2099,2023-01-11T15:17:12
19908623,Dog Lifetime Neutered Male,COCKAPOO,BLACK/MERLE,CLINT,15044,2099,2023-01-11T15:17:12
19908624,Dog Lifetime Spayed Female,MIXED,BLACK,ATHENA,15147,2099,2023-01-11T15:17:13
